10000, 11816900
10408, 10981400
10833, 10887100
11276, 11609400
11736, 10819400
12215, 10736800
12714, 10809800
13234, 10960500
13774, 10737300
14337, 10813300
14922, 10920700
15532, 10755900
16166, 10758800
16827, 11231800
17514, 11808900
18229, 11809700
18974, 11891200
19749, 11813200
20556, 11633500
21395, 10835500
22269, 11111300
23179, 10828400
24125, 10753100
25111, 10751300
26136, 10765600
27204, 10916400
28315, 11806100
29472, 11512800
30675, 10796800
31928, 10729400
33232, 11279400
34590, 11338400
36003, 10825600
37473, 10733500
39004, 10751200
40597, 10960700
42255, 10725000
43981, 11533000
45777, 12208300
47647, 11023600
49593, 14418200
51619, 11166500
53727, 11810800
55921, 11894100
58205, 11822200
60583, 11927900
63057, 10742400
65633, 11585900
68313, 10841000
71104, 10890600
74008, 10846400
77031, 12044600
80177, 11789800
83452, 10741000
86860, 10796700
90408, 10847600
94100, 10772000
97944, 10805900
101944, 10822900
106108, 10737300
110442, 10752200
114953, 10763600
119648, 10769100
124535, 10743400
129622, 10936400
134916, 10815400
140426, 10766900
146162, 10850800
152132, 11143000
158345, 11901000
164813, 11091600
171544, 10755700
178551, 10786900
185844, 13271400
193434, 12523900
201335, 12930900
209558, 11429600
218118, 10761300
227026, 10841800
236299, 14008600
245950, 14663600
255996, 13614900
266452, 13057300
277335, 13057900
288662, 12120400
300452, 12504700
312724, 13105400
325497, 12675200
338792, 11245100
352629, 12592100
367032, 12697300
382023, 12935400
397626, 12204700
413867, 13046500
430771, 12718400
448365, 12564000
466678, 12443700
485739, 13122700
505579, 12988400
526229, 12635800
547722, 11922800
570093, 12631600
593378, 11585400
617614, 11398600
642840, 11966500
669096, 12332200
696424, 12738200
724869, 12536200
754476, 11965000
785291, 11888800
817366, 11604400
850750, 11039400
885498, 12427000
921665, 13070900
959310, 12421100
998492, 12282100
1039274, 12339400
1081722, 12375000
1125904, 12630400
1171890, 12084800
1219755, 12184900
1269574, 11962800
1321429, 12605500
1375401, 12154700
1431578, 12237900
1490049, 12966200
1550909, 12950800
1614254, 12304700
1680186, 12852300
1748812, 13973600
1820240, 13301000
1894586, 12691200
1971968, 12659100
2052511, 14509700
2136344, 14442400
2223600, 13764500
2314421, 13754700
2408951, 13773900
2507342, 14462700
2609752, 14575500
2716344, 15514500
2827290, 15695100
2942768, 16267800
3062962, 16045300
3188065, 16603600
3318279, 16910200
3453810, 15970500
3594877, 16373600
3741706, 16941000
3894532, 16038000
4053600, 17127800
4219165, 19415400
4391492, 16436600
4570858, 17070300
4757550, 17403000
4951867, 17774400
5154120, 16578900
5364635, 16460700
5583747, 17180700
5811809, 19087700
6049186, 15710000
6296259, 16111200
6553423, 17892700
6821090, 18115200
7099690, 18738100
7389669, 18677600
7691492, 16159700
8005643, 17467500
8332625, 17279500
8672962, 17633000
9027200, 18365000
9395906, 18933100
9779671, 18765900
10179111, 15617600
10594866, 16218200
11027602, 16872400
11478012, 19993000
11946819, 20145600
12434774, 20582800
12942659, 20583000
13471288, 21053200
14021508, 19000900
14594201, 21753600
15190285, 16922700
15810716, 17758200
16456488, 17509400
17128635, 21427600
17828235, 28727000
18556410, 17847400
19314327, 18149500
20103199, 18783400
20924293, 19426400
21778923, 24851200
22668459, 20504600
23594328, 22024400
24558012, 21909400
25561058, 22926300
26605071, 23920900
27691727, 24871500
28822765, 25576900
