1, 153860057
1, 217684597
1, 215303684
1, 214110572
1, 212619076
1, 211107113
1, 208503234
1, 206929188
1, 204981812
1, 203743700
1, 202379756
1, 200216862
1, 198719846
1, 196817783
1, 195365246
1, 193682138
1, 192311164
1, 190394725
1, 189001719
1, 187943500
1, 186008365
1, 185911595
1, 183012354
1, 181431121
1, 180017802
1, 178483911
1, 177057051
1, 176354715
1, 174083280
1, 172577047
1, 171376955
1, 170212852
1, 168563442
1, 167550120
1, 165979198
1, 164554213
1, 163373288
1, 161863148
1, 160380039
1, 159171249
1, 158024230
1, 156451642
1, 155458631
1, 154037969
1, 153484224
1, 151629036
1, 150494673
1, 149138124
1, 147848398
1, 146694035
1, 145432643
1, 144341977
1, 143385372
1, 141984397
1, 140705765
1, 139626661
1, 138526413
1, 137387830
1, 136398570
1, 135101292
1, 134164635
1, 132933815
1, 132065022
1, 130865295
1, 130059053
1, 128635109
1, 127593141
1, 126817056
1, 125571392
1, 124602652
1, 123687818
1, 122617985
1, 121684453
1, 120977221
1, 119625724
1, 118697349
1, 117578975
1, 116670495
1, 115666547
1, 114803379
1, 113855056
1, 112834442
1, 112071221
1, 111121647
1, 110569986
2, 142142519
2, 141004094
2, 140011865
2, 138621046
2, 137426110
2, 136632785
2, 135438162
2, 134191509
2, 133004282
2, 131924345
2, 130844878
2, 130045615
2, 128722087
2, 127718555
2, 126850961
2, 126152374
2, 125071709
2, 123764587
2, 122755222
2, 121622057
2, 120857274
2, 119692025
2, 118705056
2, 117536319
2, 116907836
2, 115895503
2, 114771452
2, 114146042
2, 112985897
2, 112528610
2, 111392112
2, 110340925
2, 109505569
2, 108640527
2, 107474913
2, 106930700
2, 105872951
2, 105133688
2, 104135417
2, 103332509
2, 102792203
2, 101919555
2, 100900607
2, 100085356
2, 99106980
2, 98674745
2, 97775276
2, 96944294
2, 96117272
2, 95324780
3, 116345862
3, 115222540
3, 114424059
3, 113295165
3, 112676057
3, 111638776
3, 110718160
3, 109585204
3, 108877763
3, 108274384
3, 106881794
3, 106276436
3, 105540350
3, 104615933
3, 103827191
3, 102793764
3, 102026845
3, 101021283
3, 100561600
3, 99404008
3, 98603392
3, 98094699
3, 96930023
3, 97493455
3, 95519309
3, 94660725
3, 94214114
3, 93106886
3, 92675433
3, 91771328
3, 91142636
3, 90523320
3, 89446508
3, 88677090
3, 88075742
4, 103640057
4, 102906106
4, 101988408
4, 101066751
4, 100520037
4, 99744317
4, 101042376
4, 97898034
4, 97027001
4, 96366644
4, 95568944
4, 94589527
4, 94189323
4, 93179802
4, 92498612
4, 91510757
4, 91099303
4, 90157699
4, 89631454
4, 88738182
4, 88005586
4, 87182781
4, 86535392
4, 85822588
4, 85476445
4, 84464269
4, 83745369
5, 96873878
5, 95916856
5, 94766920
5, 94396977
5, 93453236
5, 92513507
5, 91740599
5, 91033210
5, 90613110
5, 89737546
5, 88616569
5, 88361207
5, 87696995
5, 86891431
5, 86691119
5, 84961972
5, 84935461
5, 84020158
5, 83677610
5, 82349604
5, 81743047
5, 81136283
6, 91835597
6, 91090240
6, 90460820
6, 89597860
6, 88819170
6, 87711734
6, 87167156
6, 86422894
6, 86240396
6, 85348686
6, 84447133
6, 83895055
6, 83082512
6, 82408925
6, 81810285
6, 80861024
6, 81701537
6, 79529424
6, 79136147
7, 89378591
7, 87233145
7, 87756317
7, 85787223
7, 85249364
7, 84410623
7, 83995575
7, 83236521
7, 82802879
7, 81977106
7, 81124407
7, 80796962
7, 79707912
7, 79032345
7, 78633340
7, 78240010
7, 76643256
8, 95692275
8, 95933262
8, 94105780
8, 93392039
8, 92822097
8, 91868617
8, 91410497
8, 90354102
8, 90248946
8, 88890731
8, 88356883
8, 87429185
8, 86991637
8, 86052220
9, 94037969
9, 93418340
9, 92674442
9, 91753879
9, 91051958
9, 90393528
9, 89419945
9, 88821566
9, 88332092
9, 87546370
9, 86855232
9, 86200186
9, 85262853
10, 91155447
10, 90224467
10, 89891659
10, 89086875
10, 88177041
10, 87771628
10, 86887054
10, 86125917
10, 85504517
10, 84617495
10, 84063178
10, 83211312
11, 88508287
11, 88206519
11, 87107156
11, 86470705
11, 85833628
11, 85212905
11, 84505569
11, 83560787
11, 82968189
11, 82293353
12, 87117573
12, 86574765
12, 85850972
12, 85049625
12, 84499163
12, 83875055
12, 82978189
12, 82237155
12, 81702265
12, 80793160
13, 85381965
13, 84489371
13, 83840159
13, 83453652
13, 82560902
13, 82075438
13, 81401018
13, 80576183
13, 80100042
14, 83887085
14, 83273551
14, 82776108
14, 82137156
14, 81411278
14, 80575402
14, 79883898
14, 79253801
15, 83183811
15, 82247363
15, 81558256
15, 81148677
15, 80385195
15, 79753275
15, 78877503
15, 78323134
16, 82018146
16, 81045032
16, 80378425
16, 80168218
16, 79354164
16, 78736306
16, 78079803
16, 77395331
17, 80481340
17, 80021762
17, 79161927
17, 78769327
17, 78065584
17, 77307987
17, 76575079
18, 80087907
18, 79093282
18, 78374279
18, 77641213
18, 77104135
18, 76657005
19, 79445414
19, 78682452
19, 77933033
19, 77386581
19, 76784244
19, 75932326
19, 75466601
20, 78378706
20, 77471423
20, 76830962
20, 76387946
20, 75584047
20, 75100719
21, 77761889
21, 76709504
21, 76092271
21, 75997220
21, 75036345
22, 77305904
22, 76800753
22, 76050500
22, 75407747
22, 74929107
22, 74084272
23, 76717265
23, 75879044
23, 75315196
23, 74776712
23, 74467913
24, 76210551
24, 75480038
24, 74976085
24, 74133385
24, 73692713
25, 75634359
25, 74943273
25, 74782077
25, 74050730
25, 73217197
26, 75106760
26, 74786400
26, 73878753
26, 73424330
27, 75091657
27, 74485621
27, 74006980
27, 73588234
27, 72665849
28, 74652234
28, 73852555
28, 73234541
28, 72695068
29, 74514111
29, 73670630
29, 73157718
29, 72666943
30, 74163541
30, 73741410
30, 72965012
30, 72191114
31, 73896044
31, 73301363
31, 72704286
31, 72038407
32, 73524382
32, 73304227
32, 72374705
32, 71762316
33, 73068240
33, 72531371
33, 71915023
34, 73281571
34, 72745535
34, 72322155
34, 71493673
35, 72698140
35, 72148614
35, 71708099
36, 73105115
36, 72456996
36, 71590652
36, 71559194
37, 72746473
37, 71610286
37, 71060917
38, 72303144
38, 71665651
38, 71043469
39, 72350696
39, 71743046
39, 70992272
40, 72362362
40, 71454350
40, 70917221
41, 71963356
41, 71250759
41, 70773629
42, 72000647
42, 71213989
42, 70635296
43, 71496798
43, 71352164
43, 70284832
44, 71595443
44, 70593318
44, 70052855
45, 71237426
45, 70467486
46, 71229041
46, 70768681
46, 70096188
47, 71065084
47, 70352383
47, 69861347
48, 70585141
48, 70551808
49, 70753264
49, 70503996
49, 69637391
50, 70354779
50, 70003220
51, 70569985
51, 69919107
52, 70597068
52, 70000824
52, 69483174
53, 70493372
53, 69790982
54, 70195405
54, 69735202
55, 70239572
55, 69693119
56, 70279467
56, 69933950
56, 69156562
57, 70049886
57, 69140781
58, 69746347
58, 69163854
59, 69869211
59, 69114843
60, 69608380
60, 69071719
61, 69866555
61, 69012501
62, 69996136
62, 68966251
63, 69699473
63, 68888024
64, 69522288
64, 69008438
65, 69290676
65, 68828181
66, 69077031
67, 69559578
67, 68849013
68, 69532026
68, 69003491
69, 69208436
69, 68571672
70, 69808482
71, 69581557
71, 68746983
72, 69163958
72, 68811461
73, 68891044
73, 68231363
74, 68612089
75, 68939012
75, 68469954
76, 68938699
77, 69327550
77, 68592297
78, 68735785
78, 68195790
79, 68421986
80, 68664275
80, 68546881
81, 68236520
82, 68761254
82, 68108136
83, 68264800
84, 68412559
85, 68980105
85, 68247769
86, 68289227
87, 68637505
87, 67967147
88, 68235790
89, 68471934
90, 68509642
90, 68045636
91, 68168551
92, 68419799
93, 68577817
93, 68072615
94, 67863398
95, 68342664
96, 68344122
96, 67763660
97, 68073031
98, 67955637
99, 68155270
100, 68136729
100, 67756524
101, 67713972
102, 67854335
103, 67911419
104, 68036886
105, 68269748
106, 68109333
106, 67759232
107, 67817722
108, 67592672
109, 67776629
110, 67693452
111, 67814076
112, 67787721
113, 68032042
114, 67903606
115, 67835274
116, 68150947
117, 67950115
117, 67273196
118, 67439340
119, 67357154
120, 67436632
121, 67338560
122, 67371111
123, 67259915
124, 67350538
125, 67322049
126, 67264758
128, 67741680
129, 67627775
130, 67818972
131, 67603869
132, 67466735
133, 67619338
134, 68513807
135, 67419808
136, 67253873
137, 67200593
138, 67334393
140, 67610640
141, 67505484
142, 67421320
143, 67070802
144, 67407465
145, 67343143
147, 67641890
148, 67512620
149, 67228196
150, 67148822
152, 67572723
153, 67323455
154, 67220957
155, 67078770
157, 67556735
158, 67093457
159, 67047156
160, 66933095
162, 67062104
163, 67132468
164, 66973927
166, 67008407
167, 67022938
169, 67127416
170, 67038875
171, 66852627
173, 67024604
174, 66906012
176, 67095750
177, 66940022
179, 67049292
180, 66916480
182, 67101166
183, 66841273
185, 67036375
186, 66902366
188, 67227155
189, 66816378
191, 67038615
192, 66645181
194, 66975282
195, 66648619
197, 66850232
199, 66849918
200, 66741482
202, 66763930
204, 67380434
205, 66645650
207, 66829867
209, 66862939
210, 66700024
212, 66685181
214, 66798044
216, 66790492
217, 66607265
219, 66649243
221, 66713878
223, 66723565
225, 66815804
227, 66777888
228, 66598307
230, 66565130
232, 66696378
234, 66566276
236, 66635025
238, 66617838
240, 66689347
242, 66663410
244, 66752107
246, 66594452
248, 66660649
250, 66573567
252, 66502527
254, 66610598
256, 66548412
258, 66548828
260, 66438829
263, 66703774
265, 66565547
267, 68184748
269, 66551484
271, 66826325
274, 66642004
276, 66869189
278, 66425392
280, 66457006
283, 66722784
285, 66751065
287, 66507734
290, 66607004
292, 66549296
294, 66681378
297, 66771065
299, 66459037
302, 66522474
304, 66662681
307, 66357580
309, 66449557
312, 66414819
314, 66543516
317, 66425860
320, 66436433
322, 66582526
325, 66410600
328, 66632681
330, 66428777
333, 66405808
336, 66528724
338, 66177373
341, 66467995
344, 66272893
347, 66545443
350, 66549088
353, 66833356
356, 66394454
358, 66473985
361, 66214821
364, 66349559
367, 66417370
370, 66314559
373, 66468047
377, 66613254
380, 66407110
383, 66405548
386, 66280237
389, 66622316
392, 66440235
395, 66289351
399, 66299090
402, 66492526
405, 66311383
409, 66602838
412, 66293049
415, 66408360
419, 66383881
422, 66199352
426, 66347944
429, 66508880
433, 66314090
436, 66278518
440, 66354298
444, 66589088
447, 66312737
451, 66322163
455, 66362007
458, 66205133
462, 66342892
466, 66257580
470, 66312111
474, 66320236
477, 66354818
