1, 417
1, 208
1, 156
1, 157
1, 157
1, 156
1, 156
1, 156
1, 157
2, 27557989
2, 24929391
2, 23305554
2, 21386501
2, 19818030
2, 18252527
3, 25382576
3, 23700249
3, 21671560
4, 26653749
4, 25693572
4, 22933774
5, 26426453
5, 24401566
6, 27026987
6, 25008974
7, 26972350
7, 24973505
8, 26330409
8, 24338908
9, 25399764
10, 30388361
11, 31311401
12, 31172596
13, 30923633
14, 30381538
15, 30022780
16, 29295838
18, 30299817
19, 29255263
21, 29536311
22, 28607854
24, 28569937
26, 28451705
29, 29150418
31, 28647126
33, 28578322
36, 28524258
39, 28288993
43, 28740305
46, 28473944
50, 28808743
54, 28339514
58, 27889661
63, 27920911
68, 27869087
74, 27897161
80, 27948724
87, 27973933
94, 27906276
101, 27667364
110, 27778720
119, 27786585
128, 27597831
139, 27660333
150, 27643405
162, 27530174
176, 27616841
190, 27610748
206, 27808356
222, 27491787
241, 27642259
260, 27432932
281, 27700854
304, 27428973
329, 27468505
356, 27428140
385, 27429650
417, 27499964
451, 27488662
488, 27426369
527, 27422411
570, 27408036
617, 27400795
667, 27415900
722, 27409389
780, 27409597
844, 27427358
913, 27661841
987, 27637623
1068, 27488817
1155, 27446785
1249, 27378034
1351, 27412357
1461, 27353189
1580, 27414701
1709, 27397357
1849, 27394440
1999, 27401992
2162, 27351679
2339, 27418347
2529, 27352512
2736, 27424962
2959, 27372929
3200, 27384960
3461, 27510067
3743, 27483973
4048, 27597153
4378, 27412721
4735, 27383971
5121, 27597205
5538, 27588194
5990, 35165752
6478, 43297072
7006, 44342511
7577, 40092004
8195, 42202257
8863, 45166018
9585, 39283079
10366, 42423978
11211, 46771675
12125, 51106039
13114, 54504757
14183, 58467186
15339, 60950572
16589, 64327779
17941, 66552514
19404, 69537109
20985, 71062454
22696, 72887649
24546, 75003319
26547, 77232429
28710, 78436466
31051, 79993841
33582, 81257824
36319, 82972080
39280, 83672095
42481, 84470184
45944, 85943653
49689, 86511009
53739, 87678950
58120, 88719546
62857, 89934988
67981, 93164589
73522, 93589802
79515, 99874154
85996, 99129346
93006, 100569429
100587, 118988882
108786, 280799457
117653, 158059502
127243, 244800555
137615, 231808718
148832, 361590011
160963, 356488273
174083, 419445282
188273, 454499343
203619, 498965796
220217, 549331995
238167, 573913027
257580, 609473075
278576, 642150720
301283, 721858414
325841, 702702052
352400, 746890759
381125, 744394476
412190, 783760112
445789, 816663368
482125, 842443243
521424, 863265095
563925, 884911543
609892, 896089440
659604, 903742678
713369, 890126730
771517, 980471761
834404, 957735307
902417, 1051728935
975974, 1004711617
1055526, 1099711393
1141563, 1032219757
1234613, 1127035708
1335248, 1026662428
1444085, 1123225692
1561794, 1222541174
1689097, 1064226182
1826777, 1160667433
1975679, 1262469913
2136718, 1032402027
2310884, 1124136751
2499246, 1220363730
2702962, 1327789078
2923283, 1441939305
3161563, 1570005298
3419265, 1136615491
3697972, 1235302339
3999397, 1340521107
4325392, 1457549741
4677958, 1580613386
5059263, 1715995812
5471648, 1862885776
5917647, 2021302706
